"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per jaar/Verplaatsingen (aantal)";"Gemiddeld per persoon per jaar/Afstand (reizigerskilometers)";"Gemiddeld per persoon per jaar/Reisduur (uren)"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      20";"     140";"     6.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      15";"      92";"     4.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      21";"     182";"     7.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      27";"     157";"     7.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      20";"     135";"     6.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     135";"     886";"    39.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     121";"     731";"    33.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     125";"     576";"    29.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     131";"     682";"    34.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     143";"     771";"    37.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     142";"     881";"    40.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"     360";"    2811";"   132.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"     352";"    2760";"   130.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"     223";"    1404";"    75.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"     237";"    1638";"    83.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"     300";"    2108";"   108.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"     308";"    2258";"   115.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Visite, logeren";"Waarde";"2018";"Nederland";"     112";"    1867";"    48.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Visite, logeren";"Waarde";"2019";"Nederland";"     120";"    1871";"    49.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Visite, logeren";"Waarde";"2020";"Nederland";"     114";"    1541";"    45.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Visite, logeren";"Waarde";"2021";"Nederland";"     121";"    1598";"    47.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Visite, logeren";"Waarde";"2022";"Nederland";"     109";"    1472";"    43.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Visite, logeren";"Waarde";"2023";"Nederland";"     114";"    1771";"    49.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     270";"    2381";"   117.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     273";"    2718";"   118.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     197";"    1607";"   103.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     228";"    2206";"   133.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     247";"    2300";"   124.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     250";"    2679";"   130.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      34";"     292";"    36.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      32";"     281";"    38.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Toeren, wandelen";"Waarde";"2020";"Nederland";"      58";"     369";"    59.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Toeren, wandelen";"Waarde";"2021";"Nederland";"      73";"     574";"    79.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Toeren, wandelen";"Waarde";"2022";"Nederland";"      52";"     321";"    49.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Toeren, wandelen";"Waarde";"2023";"Nederland";"      47";"     283";"    43.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Overige reismotieven";"Waarde";"2018";"Nederland";"      69";"     751";"    22.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Overige reismotieven";"Waarde";"2019";"Nederland";"      62";"     702";"    22.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Overige reismotieven";"Waarde";"2020";"Nederland";"      61";"     614";"    21.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Overige reismotieven";"Waarde";"2021";"Nederland";"      66";"     688";"    21.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Overige reismotieven";"Waarde";"2022";"Nederland";"      66";"     706";"    24.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:student/scholier";"Overige reismotieven";"Waarde";"2023";"Nederland";"      63";"     623";"    21.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2018";"Nederland";"     996";"    8063";"   405.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2019";"Nederland";"     937";"    7655";"   408.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2020";"Nederland";"     842";"    6538";"   336.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2021";"Nederland";"     760";"    5788";"   319.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2022";"Nederland";"     721";"    5103";"   341.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Totaal";"Waarde";"2023";"Nederland";"     799";"    5818";"   381.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2022";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Van en naar het werk";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     355";"    1476";"    85.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     329";"    1452";"    97.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     274";"    1143";"    63.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     257";"     986";"    59.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     271";"       .";"    67.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     274";"    1127";"    79.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Visite, logeren";"Waarde";"2018";"Nederland";"     114";"    1708";"    51.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Visite, logeren";"Waarde";"2019";"Nederland";"     100";"    2030";"    48.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Visite, logeren";"Waarde";"2020";"Nederland";"      83";"    1177";"    31.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Visite, logeren";"Waarde";"2021";"Nederland";"      76";"       .";"    31.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Visite, logeren";"Waarde";"2022";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Visite, logeren";"Waarde";"2023";"Nederland";"      89";"    1513";"    42.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     138";"    1979";"    75.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     159";"    1721";"    74.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     103";"    1502";"    53.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"      87";"       .";"    48.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"      93";"       .";"    59.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     120";"       .";"    64.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      93";"     776";"   106.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      91";"     745";"   104.1"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Toeren, wandelen";"Waarde";"2020";"Nederland";"     115";"     651";"   114.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     123";"     789";"   123.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Toeren, wandelen";"Waarde";"2022";"Nederland";"     104";"     595";"   121.9"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Toeren, wandelen";"Waarde";"2023";"Nederland";"     112";"     632";"   131.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Overige reismotieven";"Waarde";"2018";"Nederland";"     181";"    1162";"    46.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Overige reismotieven";"Waarde";"2019";"Nederland";"     122";"       .";"    34.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Overige reismotieven";"Waarde";"2020";"Nederland";"     189";"    1544";"    50.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Overige reismotieven";"Waarde";"2021";"Nederland";"     151";"     828";"    38.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Overige reismotieven";"Waarde";"2022";"Nederland";"     130";"     724";"    37.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie: werkloos";"Overige reismotieven";"Waarde";"2023";"Nederland";"     130";"       .";"    38.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2018";"Nederland";"     933";"    8039";"   379.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2019";"Nederland";"     836";"    6747";"   342.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2020";"Nederland";"     705";"    4424";"   283.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2021";"Nederland";"     793";"    5798";"   336.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2022";"Nederland";"     893";"    6652";"   375.2"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Totaal";"Waarde";"2023";"Nederland";"     903";"    6872";"   351.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2018";"Nederland";"      41";"     299";"    13.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2022";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Van en naar het werk";"Waarde";"2023";"Nederland";"      41";"     288";"    13.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"       .";"       .";"       ."
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      70";"     804";"    28.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      79";"     738";"    31.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      53";"     406";"    18.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      70";"       .";"    27.3"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      80";"     669";"    27.8"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      73";"     685";"    25.5"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     285";"    1136";"    70.7"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     270";"    1249";"    66.0"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     232";"     753";"    51.4"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     241";"     894";"    56.6"
"Populatie: 6 jaar of ouder";"Vrouwen";"Participatie:  arbeidsongeschikt";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     279";"    1020";"    65.4"
